Product_ID,Product_Category,Launch_Region,Development_Cost,Launch_Marketing_Spend,Unit_Selling_Price,Unit_Production_Cost,First_Year_Units_Sold,Distribution_Coverage,Customer_Rating,First_Year_Profit
PRD-3341,Consumer Electronics,North America,280000,173000,197.99,76.79,13500,0.84,4.1,1183200
PRD-1158,Office Equipment,North America,86000,54000,58.7,25.68,13900,0.73,3.8,318978.00000000006
PRD-2286,Gaming Gear,Middle East,185000,140000,184.29,74.88,4800,0.5,4.3,200168
PRD-2181,Health & Fitness,North America,162000,112000,116.39,43.68,27200,0.8,4.4,1703712.0000000002
PRD-2459,Health & Fitness,Middle East,123000,98000,137.61,49.92,6500,0.6,4,348985.0000000001
PRD-1539,Consumer Electronics,Asia-Pacific,350000,223000,347.71,119.56,23000,0.85,4.8,4674449.999999999
PRD-1131,Health & Fitness,North America,171000,111000,116.39,43.68,20300,0.8,4.8,1194013.0000000002
PRD-2073,Outdoor Tech,North America,187000,129000,169.95,58.88,11200,0.77,4.7,927984
PRD-3447,Office Equipment,Europe,94000,55000,80.99,36.38,12300,0.78,3.7,399702.9999999999
PRD-3305,Kitchen Appliances,Europe,214000,168000,240.87,98.01,14800,0.84,4.9,1732328
PRD-2653,Health & Fitness,Asia-Pacific,124000,107000,90.89,35.43,29400,0.78,4.9,1399524
PRD-1687,Office Equipment,Latin America,100000,50000,75.25,30.52,7100,0.6,3.5,167583
PRD-1061,Consumer Electronics,North America,255000,194000,179.99,71.99,15500,0.84,5,1225000.0000000002
PRD-3213,Outdoor Tech,North America,196000,121000,159.75,60.8,12900,0.77,4.8,959455
PRD-2580,Consumer Electronics,Latin America,179000,124000,155.19,64.48,10700,0.61,4.3,667596.9999999999
PRD-1242,Smart Home,Europe,198000,103000,136.05,62.06,13000,0.81,4.3,660870.0000000001
PRD-2816,Gaming Gear,North America,403000,278000,345.51,129.6,24000,0.89,4.6,4500840
PRD-2502,Smart Home,Europe,196000,134000,136.05,62.06,14100,0.81,4.7,713259.0000000001
PRD-1551,Health & Fitness,North America,140000,99000,116.39,43.68,21100,0.8,4.2,1295181.0000000002
PRD-2789,Health & Fitness,Middle East,122000,94000,145.95,48.36,7700,0.6,4,535442.9999999999
PRD-2600,Consumer Electronics,Europe,404000,288000,523.95,181.35,9400,0.86,4.3,2528440
PRD-2536,Kitchen Appliances,Latin America,137000,75000,118.68,55.62,10900,0.69,4.2,475354.0000000001
PRD-3158,Home Automation,Europe,278000,191000,222.27,90.09,19800,0.77,5,2148164
PRD-1762,Wearable Tech,Asia-Pacific,322000,211000,274.45,92.12,16100,0.8,4.5,2402512.9999999995
PRD-1342,Wearable Tech,Asia-Pacific,294000,175000,274.45,92.12,15600,0.8,4,2375347.9999999995
PRD-1531,Smart Home,North America,291000,218000,306.9,98.7,20800,0.95,4.9,3821560
PRD-3128,Home Automation,Europe,239000,176000,243.78,95.55,18200,0.77,4.2,2282786.0000000005
PRD-2685,Personal Audio,Europe,85000,79000,77.55,27.56,31500,0.79,4.9,1410684.9999999998
PRD-2604,Kitchen Appliances,North America,235000,148000,216.15,84.55,16900,0.83,4.1,1841040.0000000005
PRD-3369,Consumer Electronics,Asia-Pacific,304000,205000,338.14,134.2,17600,0.85,4.7,3080344
PRD-2072,Wearable Tech,Europe,299000,194000,247.32,89.76,15500,0.77,4,1949180
PRD-1711,Smart Home,North America,264000,187000,273.42,105,24200,0.95,4.8,3624764.0000000005
PRD-2952,Smart Home,Europe,184000,130000,153.99,58.58,10500,0.81,3.9,687805.0000000001
PRD-3067,Office Equipment,Latin America,94000,48000,79.72,29.68,7400,0.6,4,228296
PRD-1336,Kitchen Appliances,Latin America,134000,,122.55,49.14,7900,0.69,4.5,352939
PRD-1024,Personal Audio,Asia-Pacific,85000,60000,59.99,21,42000,0.87,4.6,1492580
PRD-3198,Office Equipment,North America,79000,47000,70.31,23.52,13400,0.73,3.5,500986.0000000001
PRD-1282,Wearable Tech,Asia-Pacific,302000,203000,266.97,103.88,19500,0.8,4.4,2675255.0000000005
PRD-3484,Personal Audio,Asia-Pacific,80000,59000,65.99,19.74,40300,0.82,4.1,1724875
PRD-1026,Gaming Gear,Middle East,195000,135000,189.99,72,5900,0.52,4,366141
PRD-1245,Personal Audio,Europe,94000,70000,87.15,25.97,38200,0.79,4.6,2173076.0000000005
PRD-1360,Health & Fitness,Latin America,106000,70000,91.54,37.08,9200,0.74,,325032.00000000006
PRD-2517,Office Equipment,Europe,94000,55000,86.33,35.36,13400,0.78,4.4,533998
PRD-2348,Home Automation,Europe,261000,192000,250.95,84.63,20300,0.77,5,2923296
PRD-2519,health & fitness,Middle East,119000,85000,141.78,54.6,7800,0.6,3.6,476004
PRD-2365,Personal Audio,Latin America,74000,41000,47.49,16.84,22200,0.69,3.5,565430
PRD-1634,Wearable Tech,North America,349000,235000,313.95,106.95,20900,0.93,4.6,3742300
PRD-1113,Outdoor Tech,North America,161000,119000,159.75,60.8,11100,0.77,4.5,818345
PRD-2247,Office Equipment,Europe,125000,69000,83.66,32.3,13500,0.78,4,499360
PRD-2254,Personal Audio,Asia-Pacific,93000,67000,60.59,22.89,40300,0.82,4.6,1359310
PRD-1929,,Asia-Pacific,337000,248000,309.43,126.88,21700,0.85,4.4,3376335.0000000005
PRD-1238,Home Automation,Europe,286000,161000,243.78,95.55,19400,0.77,4.7,2428662.0000000005
PRD-3080,Consumer Electronics,Europe,432000,300000,538.92,198.9,11700,0.86,4.4,3246234
PRD-2894,Wearable Tech,North America,346000,225000,313.95,106.95,15100,0.93,5,2554700
PRD-1177,Office Equipment,Latin America,81000,61000,79.72,29.68,8000,0.6,3.5,258320
PRD-1501,Smart Home,North America,344000,200000,273.42,105,29100,0.95,5,4357022
PRD-1119,Consumer Electronics,Asia-Pacific,317000,251000,347.71,119.56,22400,0.85,4.3,4542559.999999999
PRD-1489,Smart Home,Middle East,,103000,240.9,82.72,6600,0.53,3.8,787988
PRD-3396,Gaming Gear,Middle East,168000,122000,189.99,66.24,5100,0.5,3.5,341125.0000000001
PRD-2953,Health & Fitness,Asia-Pacific,106000,95000,85.49,29.58,31600,0.78,5,1565756
PRD-2495,Kitchen Appliances,Europe,274000,170000,271.95,92.07,15200,0.84,4.8,2290176
PRD-3219,Consumer Electronics,Asia-Pacific,380000,255000,347.71,119.56,25600,0.85,4.6,5205639.999999999
PRD-2431,Smart Home,North America,344000,200000,256.68,108.15,27000,0.95,4.4,3466310
PRD-1636,Kitchen Appliances,Latin America,157000,82000,141.9,50.76,8600,0.69,3.6,544804.0000000001
PRD-1136,Gaming Gear,North America,371000,243000,345.51,129.6,21500,0.89,4.8,4028065
PRD-2318,Home Automation,Europe,308000,178000,222.27,90.09,18700,0.77,4.1,1985766
PRD-2395,Personal Audio,Latin America,62000,45000,53.49,19.61,16200,0.69,3.5,441856
PRD-2331,Health & Fitness,North America,128000,89000,112.79,39.9,28200,0.8,4.5,1838498.0000000005
PRD-2710,Health & Fitness,Latin America,117000,62000,106.47,38.16,13200,0.74,3.8,722692
PRD-2564,Wearable Tech,North America,349000,235000,296.01,110.4,19500,0.93,5,3035394.9999999995
PRD-2300,Consumer Electronics,Europe,340000,238000,449.1,175.5,13000,0.86,5,2978800.0000000005
PRD-2202,Smart Home,Europe,167000,113000,145.02,60.32,13100,0.81,4.5,829570.0000000002
PRD-3481,Smart Home,North America,326000,202000,256.68,108.15,23700,0.95,5,2992161
PRD-1670,Consumer Electronics,Europe,404000,288000,449.1,175.5,10200,0.86,5,2098720
PRD-3008,Home Automation,Europe,256000,174000,229.44,98.28,19100,0.77,5,2075156
PRD-1319,Health & Fitness,Middle East,116000,77000,145.95,48.36,5600,0.6,3.9,353503.9999999999
PRD-2655,Personal Audio,Europe,101000,73000,84.75,29.15,28400,0.79,4,1405040
PRD-2996,Gaming Gear,North America,371000,243000,376.92,137.7,18200,0.89,4.5,3739804.000000001
PRD-3301,Smart Home,North America,353000,233000,290.16,101.85,30900,0.95,5,5232779.000000001
PRD-2887,Office Equipment,Latin America,102000,56000,73.01,28,6500,0.6,4.1,134565.00000000006
PRD-2048,Home Automation,Europe,303000,159000,215.1,81.9,18900,0.77,4.8,2055480
PRD-1162,Wearable Tech,Asia-Pacific,319000,201000,252,106.82,13400,0.8,4.1,1425412
PRD-1635,Personal Audio,Europe,90000,78000,77.55,27.56,36100,0.79,4.2,1636638.9999999998
PRD-1172,Wearable Tech,Europe,255000,154000,240.45,81.84,12000,0.77,4.5,1494319.9999999998
PRD-3465,Personal Audio,Europe,106000,72000,75.15,25.18,41700,0.79,4.1,1905749.0000000002
PRD-1313,Outdoor Tech,Europe,205000,139000,170.1,66.6,9600,0.61,3.6,649600
PRD-2262,Smart Home,Europe,162000,132000,149.5,53.36,10300,0.81,4.1,696242
PRD-3464,Wearable Tech,North America,304000,218000,304.98,120.75,16400,0.93,4.5,2499372.0000000005
PRD-2099,Health & Fitness,Middle East,147000,95000,141.78,54.6,7500,0.6,4.2,411850
PRD-2312,Wearable Tech,Europe,268000,198000,226.71,84.48,14100,0.77,4.6,1539443.0000000002
PRD-1169,Health & Fitness,Middle East,147000,95000,150.12,53.04,8100,0.6,3.8,544348.0000000001
PRD-1824,Kitchen Appliances,North America,253000,161000,223.05,92.56,12800,0.83,4.9,1256272
PRD-2438,Home Automation,Europe,,179000,236.61,87.36,17900,0.77,4.4,2200575
PRD-3154,Personal Audio,Asia-Pacific,81000,62000,62.39,20.37,50400,0.82,4.1,1974808
PRD-1851,Health & Fitness,North America,164000,118000,109.19,44.94,23000,0.8,4.4,1195750
PRD-3267,Office Equipment,Europe,103000,64000,91.67,34.34,16100,0.78,3.8,756013
PRD-2027,Gaming Gear,Asia-Pacific,197000,158000,161.99,61.2,25100,0.74,4.7,2174829
PRD-2460,Consumer Electronics,,189000,123000,145.59,66.34,7500,0.61,4,282375
PRD-2288,Home Automation,Europe,270000,163000,243.78,95.55,17200,0.77,4.3,2116556.0000000005
PRD-1587,Office Equipment,Europe,94000,55000,91.67,34.34,14500,0.78,4,682285
PRD-2038,Home Automation,Asia-Pacific,219000,161000,213.47,80.56,16200,0.74,4.3,1773142
PRD-1816,Kitchen Appliances,Latin America,144000,96000,126.42,54,9900,0.69,4.6,476958
PRD-2617,Office Equipment,Latin America,100000,50000,70.78,25.48,6500,0.6,3.7,144450
PRD-2943,Outdoor Tech,North America,192000,109000,154.65,68.48,13000,0.77,4.4,819210
PRD-1124,Wearable Tech,North America,282000,210000,269.1,103.5,15500,0.93,4.7,2074800.0000000005
PRD-2890,Health & Fitness,Latin America,107000,73000,94.53,32.76,10100,0.74,3.7,443877
PRD-1082,Wearable Tech,Europe,226000,166000,206.1,79.2,14100,0.77,4,1397289.9999999998
PRD-1442,Wearable Tech,,260000,172000,247.32,89.76,11900,0.77,4.9,1442964
PRD-1537,Office Equipment,Latin America,93000,62000,77.48,27.16,6800,0.6,3.5,187176.00000000006
PRD-1029,Consumer Electronics,Asia-Pacific,330000,230000,319,122,21500,0.85,4.8,3675500
PRD-1139,Health & Fitness,,128000,88000,133.44,56.16,7500,0.6,4,363600
PRD-2203,Health & Fitness,Asia-Pacific,132000,82000,98.99,30.55,26000,0.78,4.6,1565440
PRD-3088,Home Automation,Asia-Pacific,205000,163000,213.47,80.56,14200,0.74,3.9,1519322
PRD-1150,Health & Fitness,Latin America,101000,74000,91.54,37.08,11300,0.74,4.3,440398.0000000001
PRD-3478,Home Automation,Asia-Pacific,196000,132000,189.53,69.16,13200,,4.6,1260884
PRD-3023,Outdoor Tech,Europe,190000,127000,192.78,77.7,7900,0.61,4.3,592132
PRD-2955,Personal Audio,Europe,86000,86000,79.95,24.38,31200,0.79,4.2,1561784.0000000002
PRD-1965,Personal Audio,Europe,89000,74000,82.35,26.77,42000,0.79,4.2,2171360
PRD-2563,Health & Fitness,Asia-Pacific,110000,85000,96.29,34.45,33300,0.78,4.4,1864272
PRD-1354,Personal Audio,Asia-Pacific,78000,53000,58.79,21,47500,0.82,5,1664025
PRD-2399,Health & Fitness,Middle East,127000,84000,133.44,56.16,8100,0.6,4.4,414968
PRD-2119,Smart Home,Middle East,178000,118000,240.9,82.72,8400,0.53,4,1032712
PRD-1749,Consumer Electronics,Asia-Pacific,366000,209000,347.71,119.56,18900,0.85,4.5,3737035
PRD-1862,Wearable Tech,Europe,286000,151000,247.32,89.76,12300,0.77,,1500988
PRD-2165,Kitchen Appliances,Europe,276000,178000,256.41,95.04,12900,0.84,4.8,1627673
PRD-2719,Smart Home,Middle East,180000,123000,214.62,88,6600,0.53,4.4,532692
PRD-2763,Outdoor Tech,North America,209000,126000,175.05,64.64,11400,0.77,4.5,923674.0000000002
PRD-1793,Outdoor Tech,Europe,219000,144000,175.77,73.26,7900,0.61,3.7,446829
PRD-3133,Health & Fitness,Asia-Pacific,132000,82000,93.59,31.53,23800,0.78,5,1263028
PRD-2297,Gaming Gear,Asia-Pacific,202000,174000,167.39,67.32,24900,0.74,5,2115743
PRD-3451,Smart Home,North America,282000,253000,281.79,114.45,21300,0.95,4.2,3029342.0000000005
PRD-1050,Consumer Electronics,Latin America,177000,118000,150.39,58.9,10000,0.61,4.6,619899.9999999998
PRD-3102,Smart Home,Europe,198000,103000,149.5,53.36,11000,0.81,4,756540
PRD-3047,Gaming Gear,Asia-Pacific,221000,147000,178.19,65.28,20200,0.74,4.5,1912782
PRD-1988,Home Automation,Europe,311000,187000,258.12,-92.82,15800,0.77,4.1,2113740
PRD-1462,Wearable Tech,Asia-Pacific,277000,177000,237.03,89.18,14800,0.8,4.3,1734180
PRD-2581,Smart Home,North America,273000,220000,306.9,98.7,28100,0.95,4.5,5357420
PRD-3246,Gaming Gear,Middle East,213000,151000,195.69,72.72,4800,,4.5,226256
PRD-1981,smart home,North America,,209000,281.79,114.45,23900,0.95,5,3520426.000000001
PRD-1224,Kitchen Appliances,North America,251000,154000,250.65,87.22,16300,0.83,4.5,2258909
PRD-3352,Wearable Tech,Asia-Pacific,316000,192000,237.03,89.18,13600,0.8,3.8,1502760
PRD-2605,Personal Audio,Latin America,65000,42000,53.49,19.61,20300,0.69,4.1,580764
PRD-1773,Outdoor Tech,North America,157000,106000,180.15,70.4,10300,0.77,4.5,867425
PRD-1842,Smart Home,Europe,200000,109000,149.5,53.36,15000,0.81,4.7,1133100
PRD-2236,Kitchen Appliances,Latin America,158000,86000,126.42,54,10200,0.69,4,494684
PRD-1110,Consumer Electronics,Latin America,172000,101000,155.19,64.48,7900,0.61,4.2,443609
PRD-2168,Home Automation,Europe,286000,161000,229.44,98.28,18000,0.77,5,1913880
PRD-3380,Consumer Electronics,Europe,372000,263000,508.98,204.75,12500,0.86,4.6,3167875
PRD-1346,Gaming Gear,North America,389000,228000,345.51,129.6,17600,0.89,4.5,3183016
PRD-2135,Kitchen Appliances,Europe,242000,165000,279.72,100.98,11700,0.84,5,1684258
PRD-2015,Kitchen Appliances,Europe,257000,163000,264.18,103.95,12400,0.84,4.7,1566852.0000000002
PRD-1573,Health & Fitness,Asia-Pacific,114000,99000,98.99,30.55,30500,0.78,4.4,1874420
PRD-3256,Kitchen Appliances,Latin America,130000,80000,138.03,57.24,8100,0.69,3.8,444398.9999999999
PRD-3119,,Middle East,120000,89000,125.1,46.8,6100,0.6,4,268630
PRD-2440,Health & Fitness,Latin America,114000,76000,103.48,34.92,13300,0.74,4.5,721848
PRD-3248,Home Automation,Europe,308000,178000,258.12,92.82,17300,0.77,4.5,2373690
PRD-1505,Kitchen Appliances,Europe,206000,144000,279.72,100.98,13900,0.84,4.8,2134486
PRD-1574,Wearable Tech,North America,358000,202000,304.98,120.75,17700,1.48,5,2700871.0000000005
PRD-1412,Wearable Tech,Europe,224000,158000,219.84,95.04,16500,0.77,4,1677200
PRD-1356,Gaming Gear,Middle East,185000,140000,195.69,72.72,5300,0.5,,326741
PRD-1890,Consumer Electronics,Latin America,158000,127000,150.39,58.9,10500,0.61,4.5,675644.9999999998
PRD-2813,Outdoor Tech,Europe,181000,135000,192.78,77.7,9500,0.61,3.5,777260
PRD-2687,Gaming Gear,Asia-Pacific,193000,142000,183.59,71.4,23500,0.74,4.7,2301465
PRD-1621,Smart Home,North America,326000,202000,290.16,101.85,27800,0.95,4.3,4707018.000000001
PRD-1873,Health & Fitness,Asia-Pacific,133000,86000,93.59,31.53,32800,0.78,4.6,1816568
PRD-2439,Consumer Electronics,Asia-Pacific,304000,205000,290.29,130.54,19400,0.85,4.3,2590150.0000000005
PRD-2803,Health & Fitness,Asia-Pacific,133000,86000,88.19,32.5,30500,0.78,5,1479545
PRD-1673,Outdoor Tech,Europe,171000,143000,204.12,75.48,8300,0.61,4.5,753712
PRD-1035,Personal Audio,Europe,89000,74000,87.15,25.97,30500,0.79,4.9,1702990.0000000002
PRD-1281,Health & Fitness,North America,137000,121000,112.79,39.9,21300,0.8,4.9,1294557.0000000002
PRD-1586,Gaming Gear,North America,347000,233000,314.1,121.5,24000,0.89,5,4042400.000000001
PRD-1546,Kitchen Appliances,Latin America,141000,88000,122.55,49.14,10000,0.69,4.2,505100
PRD-2568,Office Equipment,North America,92000,56000,70.31,23.52,16000,0.73,4.3,600640.0000000001
PRD-1562,Wearable Tech,Europe,244000,173000,212.97,87.12,17100,0.77,4.1,1735035
PRD-2226,Gaming Gear,Middle East,191000,119000,178.59,68.4,91500,0.5,3.6,362159
PRD-2506,,Latin America,161000,94000,130.29,58.86,10100,0.69,4.4,466442.9999999999
PRD-3290,CONSUMER ELECTRONICS,Europe,452000,283000,538.92,198.9,9600,0.86,5,2529192
PRD-1423,Health & Fitness,Asia-Pacific,104000,90000,82.79,33.48,29400,0.78,4.3,1255714.0000000002
PRD-3217,Office Equipment,Latin America,101000,53000,77.48,27.16,7800,0.6,4.1,238496.00000000006
PRD-1366,Kitchen Appliances,Latin America,154000,73000,138.03,57.24,8700,0.69,4.3,475872.9999999999
PRD-2570,Consumer Electronics,Europe,348000,266000,464.07,193.05,12900,0.86,4.5,2882157.9999999995
PRD-1938,Office Equipment,North America,80000,49000,70.31,23.52,18600,0.73,4.1,741294.0000000001
PRD-1291,Smart Home,North America,,213000,273.42,105,23400,0.95,4.3,3399028.0000000005
PRD-2957,Gaming Gear,Asia-Pacific,197000,158000,188.99,63.24,23300,0.74,5,2574975
PRD-1542,Smart Home,Europe,171000,125000,158.47,63.8,14000,0.81,4.5,1029380
PRD-2730,Consumer Electronics,Latin America,193000,99000,150.39,58.9,7400,0.61,4.4,385025.9999999999
PRD-1494,Kitchen Appliances,North America,187000,123000,209.25,95.23,16200,0.83,4.9,1537124
PRD-3146,Gaming Gear,North America,399000,265000,366.45,125.55,19100,0.89,4.6,3937190
PRD-1034,Wearable Tech,North America,346000,225000,287.04,124.2,18000,0.93,4.2,2360120.0000000005
PRD-1039,Smart Home,,165000,108000,214.62,88,5800,0.53,4.6,461396
PRD-2823,Outdoor Tech,North America,204000,108000,180.15,70.4,13600,0.77,4.1,1180600
PRD-1927,Office Equipment,Latin America,89000,51000,68.54,28.84,6400,0.6,3.9,114080.00000000003
PRD-3183,Outdoor Tech,North America,170000,111000,175.05,64.64,11800,0.77,3.9,1021838.0000000002
PRD-1320,Consumer Electronics,Latin America,180000,130000,155.19,64.48,9900,0.61,3.9,588028.9999999999
PRD-2954,Wearable Tech,North America,336000,193000,322.92,117.3,18400,0.93,4.6,3254408
PRD-1875,Personal Audio,Europe,108000,80000,87.15,25.97,32600,0.79,4.8,1806468.0000000002
PRD-1005,Personal Audio,Europe,95000,75000,79.95,26.5,35000,0.82,4.4,1700750
PRD-1390,Health & Fitness,Latin America,121000,75000,103.48,34.92,10200,0.74,3.8,503312
PRD-1374,Kitchen Appliances,North America,200000,167000,243.75,97.9,16900,0.83,4.6,2097865
PRD-2759,Health & Fitness,Middle East,144000,87000,129.27,51.48,7100,0.6,4.2,321309.0000000001
PRD-1960,Health & Fitness,Latin America,107000,73000,100.5,39.24,11000,0.74,4.4,493860
PRD-2252,Wearable Tech,Europe,276000,170000,219.84,95.04,17400,0.77,3.9,1725520
PRD-2624,Wearable Tech,North America,339000,204000,304.98,120.75,15300,0.93,4.6,2275719.0000000005
PRD-1213,Health & Fitness,Asia-Pacific,136000,96000,82.79,33.48,23200,0.78,4.6,911992.0000000002
PRD-1678,Home Automation,Asia-Pacific,260000,157000,219.45,71.44,18500,0.74,4.5,2321185
PRD-2524,Personal Audio,Asia-Pacific,94000,55000,62.39,20.37,39900,0.82,5,1527597.9999999998
PRD-1338,Office Equipment,North America,79000,47000,64.5,22.08,16000,0.73,3.7,552720
PRD-2026,Kitchen Appliances,Latin America,151000,91000,126.42,54,8100,0.69,4.3,344602
PRD-2477,Gaming Gear,Asia-Pacific,183000,152000,183.59,71.4,18700,0.74,5,1762953
PRD-1383,Outdoor Tech,North America,165000,131000,164.85,66.56,11000,0.77,3.8,785190
PRD-2123,Outdoor Tech,Europe,217000,138000,187.11,71.04,9400,0.61,3.7,736058
PRD-1652,Wearable Tech,Europe,273000,161000,247.32,89.76,15100,0.77,4.6,1945156
PRD-2237,Gaming Gear,Asia-Pacific,208000,149000,161.99,61.2,20900,0.74,4.4,1749511
PRD-1541,Consumer Electronics,North America,273000,202000,185.99,79.19,12500,0.84,5,860000.0000000002
PRD-1829,Health & Fitness,Middle East,144000,87000,137.61,49.92,7600,0.6,3.8,435444.0000000001
PRD-2753,Outdoor Tech,Europe,186000,114000,187.11,71.04,8000,0.61,3.9,628560.0000000001
PRD-1003,Health & Fitness,Asia-Pacific,120000,95000,89.99,32.5,28000,0.8,4.7,1394719.9999999998
PRD-2870,Consumer Electronics,Europe,412000,316000,538.92,198.9,9200,0.86,4.7,2400184
PRD-3220,Health & Fitness,Latin America,106000,70000,100.5,39.24,12000,0.74,3.7,559120
PRD-1648,Home Automation,Asia-Pacific,228000,,195.51,76,17100,0.74,4.7,1671620.9999999998
PRD-1509,Consumer Electronics,Asia-Pacific,304000,205000,309.43,126.88,21100,0.85,5,3342805.0000000005
PRD-1067,Gaming Gear,Asia-Pacific,233000,146000,188.99,63.24,24900,0.74,4.5,2752175
PRD-2883,Outdoor Tech,North America,198000,128000,185.25,62.72,10900,0.77,4.8,1009577
PRD-1408,Home Automation,Asia-Pacific,255000,141000,213.47,80.56,12300,0.74,4.1,1238793
PRD-1189,Smart Home,Middle East,178000,118000,208.05,80.08,6000,0.53,4.7,471820.0000000001
PRD-1199,Health & Fitness,Middle East,124000,76000,137.61,49.92,5900,0.6,3.6,317371.00000000006
PRD-2408,Home Automation,Europe,253000,165000,258.12,92.82,16300,0.77,4.6,2276390
PRD-2988,Office Equipment,North America,75000,50000,70.31,23.52,16500,0.73,3.7,647035.0000000001
PRD-1535,Kitchen Appliances,Europe,240000,157000,256.41,95.04,15000,0.84,4.6,2023550
PRD-2384,Wearable Tech,North America,278000,200000,269.1,103.5,17100,0.93,4,2353760.0000000005
PRD-2162,Wearable Tech,Europe,247000,182000,233.58,92.4,13500,0.77,4.5,1476930
PRD-2323,Health & Fitness,Asia-Pacific,125000,83000,85.49,29.58,24600,0.78,4.9,1167386
PRD-3462,Smart Home,Europe,166000,107000,145.02,60.32,14300,0.81,3.8,938210.0000000002
PRD-3027,,Europe,117000,63000,80.99,36.38,11900,0.78,4.3,350858.9999999999
PRD-1868,Home Automation,Europe,242000,185000,243.78,95.55,16600,0.77,4.9,2033618.0000000005
PRD-3308,Home Automation,Europe,300000,207000,215.1,81.9,20500,0.77,4.1,2223599.9999999995
PRD-1893,Outdoor Tech,North America,204000,108000,154.65,68.48,9700,0.77,4.8,523849
PRD-2630,Consumer Electronics,Europe,460000,311000,479.04,210.6,10300,0.86,5,1993932.0000000005
PRD-3459,Consumer Electronics,Asia-Pacific,340000,260000,319,112.24,23400,0.85,5,4238184
PRD-2468,Home Automation,Europe,245000,194000,215.1,81.9,19400,0.77,4.2,2145080
PRD-2878,Home Automation,Asia-Pacific,265000,,213.47,80.56,17100,0.74,4.2,1835761
PRD-3170,Consumer Electronics,Europe,352000,280000,508.98,204.75,10100,0.86,4.9,2440723
PRD-1011,Health & Fitness,North America,150000,105000,119.99,42,24500,,4.5,1655754.9999999998
PRD-2341,Smart Home,North America,310000,216000,273.42,105,30700,0.95,5,4644494.000000001
PRD-3000,Consumer Electronics,Latin America,196000,110000,155.19,64.48,7300,0.61,3.7,356183
PRD-2863,Health & Fitness,Asia-Pacific,130000,102000,90.89,35.43,24100,0.78,4.6,1104586
PRD-2512,Wearable Tech,Asia-Pacific,260000,179000,237.03,89.18,19500,0.8,3.9,2444075
PRD-2140,Health & Fitness,Latin America,98000,64000,109.45,33.84,12400,0.74,4.3,775564
PRD-3112,Wearable Tech,Asia-Pacific,263000,188000,259.48,95.06,15300,0.8,4.3,2064626.0000000005
PRD-2651,Consumer Electronics,North America,250000,176000,191.99,86.39,13200,0.84,4.3,967920
PRD-3482,Wearable Tech,Europe,237000,201000,240.45,81.84,17400,0.77,4.5,2321813.9999999995
PRD-1310,Consumer Electronics,Europe,352000,280000,464.07,193.05,11900,0.86,5,2593138
PRD-2852,Wearable Tech,Europe,278000,179000,240.45,81.84,13800,0.77,4.3,1731818
PRD-2537,Gaming Gear,Asia-Pacific,242000,178000,188.99,63.24,22700,0.74,4.6,2434525
PRD-2697,Office Equipment,Europe,118000,66000,94.34,37.4,15200,0.78,4.3,681488.0000000001
PRD-2101,Smart Home,North America,347000,211000,298.53,111.3,22600,0.95,4.4,3673397.999999999
PRD-1583,Outdoor Tech,Europe,209000,112000,175.77,73.26,9500,0.61,4,652845
PRD-3472,Wearable Tech,Asia-Pacific,300000,194000,252,106.82,19700,0.8,4.1,2366046
PRD-2609,Health & Fitness,Middle East,134000,79000,133.44,56.16,6800,0.6,4.1,312504
PRD-3216,Gaming Gear,Middle East,185000,140000,172.89,77.04,6700,0.5,3.6,317194.9999999999
PRD-2320,Health & Fitness,Latin America,121000,75000,97.51,36,9300,0.74,4.2,376043
PRD-1600,Health & Fitness,Latin America,93000,71000,103.48,34.92,12700,0.74,4.6,706712
PRD-2023,Health & Fitness,Asia-Pacific,106000,95000,90.89,35.43,22400,0.78,4.7,1041304
PRD-1544,Wearable Tech,North America,314000,185000,269.1,103.5,16000,0.93,4.1,2150600.0000000005
PRD-1520,Consumer Electronics,Europe,372000,263000,464.07,193.05,9800,0.86,4.9,2020996
PRD-2136,Gaming Gear,Middle East,170000,128000,189.99,66.24,7000,0.5,4.2,568250.0000000001
PRD-1243,Health & Fitness,Asia-Pacific,115000,104000,93.59,31.53,25800,0.78,4.4,1382148
PRD-2686,Kitchen Appliances,Latin America,148000,82000,141.9,50.76,11300,0.69,4.3,799882.0000000001
PRD-1556,Gaming Gear,North America,298000,213000,345.51,129.6,22100,0.89,5,4260611
PRD-1391,Consumer Electronics,North America,253000,185000,191.99,86.39,18000,0.84,5,1462800.0000000002
PRD-3108,Office Equipment,North America,70000,50000,60.63,22.8,15700,0.73,4,473931
PRD-2096,Gaming Gear,North America,312000,263000,366.45,125.55,21700,0.89,5,4652529.999999999
PRD-2186,Gaming Gear,North America,350000,245000,345.51,129.6,18900,0.89,4.4,3485699
PRD-2199,Consumer Electronics,Asia-Pacific,343000,200000,319,112.24,21500,0.85,4.8,3902340
PRD-2326,Kitchen Appliances,Latin America,130000,80000,118.68,55.62,8800,0.69,4.5,344928.0000000001
PRD-1690,health & fitness,Latin America,105000,67000,97.51,36,11100,0.74,4,510761
PRD-2152,Wearable Tech,Asia-Pacific,311000,173000,244.51,98,15100,0.8,4.1,1728301
PRD-3181,Smart Home,North America,276000,231000,273.42,105,21600,0.95,4.9,3130872.0000000005
PRD-3205,Personal Audio,Latin America,66000,45000,47.49,16.84,15600,0.69,3.5,367140.00000000006
PRD-1244,Wearable Tech,North America,362000,212000,287.04,124.2,14600,0.93,5,1803464.0000000005
